order_id,order_date,customer_id,product_name,category,quantity,unit_price,discount,total_sales,region
802,2023-09-22,C161,Face Cream,Beauty,3,117.2,0.21,277.76,Asia Pacific
803,2022-09-30,C327,Handbag,Accessories,6,7.89,0.23,36.45,Middle East
804,2023-06-21,C579,Novel,Books,9,28.79,0.28,186.56,North America
805,2024-04-17,C1825,Notebook,Books,6,7.52,0.04,43.32,Europe
806,2021-07-09,C1472,Cushion,Home Decor,8,43.22,0.03,335.39,Middle East
807,2023-07-20,C837,Notebook,Books,2,32.34,0.19,52.39,Asia Pacific
808,2021-09-25,C1826,Vase,Home Decor,3,61.82,0.27,135.39,North America
809,2022-05-05,C114,Notebook,Books,7,21.3,0.28,107.35,Asia Pacific
810,2023-09-21,C496,Novel,Books,3,34.95,0.07,97.51,North America
811,2023-04-19,C455,Face Cream,Beauty,3,29.23,0.29,62.26,North America
812,2023-10-12,C182,Wallet,Accessories,3,31.14,0.21,73.8,North America
813,2024-01-18,C1900,Smartwatch,Electronics,5,1452.81,0.12,6392.36,Asia Pacific
814,2022-05-18,C434,Tablet,Electronics,4,666.09,0.12,2344.64,North America
815,2023-01-03,C1785,Wallet,Accessories,7,41.26,0.17,239.72,Europe
816,2024-06-01,C364,Foundation,Beauty,8,102.18,0.17,678.48,Europe
817,2024-09-25,C231,Hoodie,Clothing,8,120.41,0.03,934.38,Europe
818,2022-12-14,C943,Perfume,Beauty,3,116.92,0.13,305.16,Asia Pacific
819,2022-01-25,C817,Belt,Accessories,8,57.89,0.19,375.13,Asia Pacific
820,2022-03-25,C1856,Dress,Clothing,5,68.12,0.16,286.1,Middle East
821,2022-10-10,C708,T-Shirt,Clothing,3,62.04,0.15,158.2,Asia Pacific
822,2022-01-09,C97,Foundation,Beauty,1,40.06,0.28,28.84,Asia Pacific
823,2024-01-29,C1464,Cap,Accessories,2,61.69,0.2,98.7,North America
824,2021-03-24,C911,Rice,Grocery,1,11.14,0.28,8.02,North America
825,2022-01-14,C142,Laptop,Electronics,5,691.53,0.05,3284.77,Asia Pacific
826,2023-10-28,C552,Notebook,Books,8,32.84,0.3,183.9,Europe
827,2022-03-22,C1300,Dumbbells,Sports,8,221.4,0.19,1434.67,North America
828,2022-01-21,C1250,T-Shirt,Clothing,3,28.98,0.19,70.42,Middle East
829,2023-08-15,C293,Tablet,Electronics,5,842.68,0.08,3876.33,North America
830,2023-10-30,C584,Belt,Accessories,7,8.82,0.22,48.16,Europe
831,2022-07-30,C950,Cushion,Home Decor,9,43.04,0.01,383.49,Middle East
832,2024-07-17,C917,Perfume,Beauty,6,72.12,0.03,419.74,North America
833,2024-11-23,C1976,Tablet,Electronics,1,388.13,0.06,364.84,Asia Pacific
834,2023-07-09,C323,Belt,Accessories,2,69.05,0.19,111.86,North America
835,2023-04-29,C1334,T-Shirt,Clothing,3,121.61,0.05,346.59,North America
836,2021-06-22,C368,Football,Sports,2,236.84,0.05,450.0,Europe
837,2023-02-09,C1869,Yoga Mat,Sports,5,158.19,0.22,616.94,Middle East
838,2021-09-03,C725,Dress,Clothing,7,113.18,0.27,578.35,Asia Pacific
839,2023-02-24,C383,Vase,Home Decor,6,95.27,0.27,417.28,Middle East
840,2022-05-06,C1864,Cushion,Home Decor,1,24.68,0.03,23.94,Middle East
841,2023-08-17,C256,Smartphone,Electronics,9,441.08,0.03,3850.63,Middle East
842,2024-01-14,C53,Laptop,Electronics,1,569.95,0.18,467.36,Europe
843,2024-05-03,C1025,Yoga Mat,Sports,6,119.53,0.29,509.2,Asia Pacific
844,2021-02-11,C892,Dress,Clothing,6,75.38,0.18,370.87,Asia Pacific
845,2024-08-19,C347,Belt,Accessories,9,55.65,0.2,400.68,Europe
846,2022-05-03,C58,Jeans,Clothing,1,92.78,0.21,73.3,North America
847,2021-02-05,C1556,Dress,Clothing,8,149.36,0.26,884.21,North America
848,2021-12-23,C1268,Dumbbells,Sports,9,128.93,0.13,1009.52,Europe
849,2024-11-12,C678,Wall Art,Home Decor,4,135.92,0.02,532.81,Europe
850,2022-11-29,C1894,Dumbbells,Sports,5,133.81,0.28,481.72,Middle East
851,2022-01-21,C752,Dress,Clothing,9,97.69,0.05,835.25,North America
852,2024-03-28,C151,Belt,Accessories,4,15.49,0.28,44.61,Middle East
853,2023-07-01,C214,Cap,Accessories,1,8.24,0.1,7.42,North America
854,2024-04-26,C808,Headphones,Electronics,3,706.31,0.01,2097.74,Europe
855,2021-05-02,C1542,Dress,Clothing,8,45.03,0.02,353.04,Asia Pacific
856,2021-09-17,C1451,Bread,Grocery,1,11.06,0.19,8.96,Europe
857,2024-01-11,C840,Smartwatch,Electronics,6,1390.1,0.05,7923.57,Middle East
858,2021-11-03,C1279,Dress,Clothing,5,126.53,0.0,632.65,Europe
859,2023-08-25,C1868,Belt,Accessories,7,79.07,0.18,453.86,Middle East
860,2021-10-15,C1504,Perfume,Beauty,4,11.82,0.19,38.3,Middle East
861,2022-09-02,C325,Jacket,Clothing,4,131.03,0.04,503.16,Europe
862,2024-12-02,C1322,Dumbbells,Sports,9,148.06,0.15,1132.66,Asia Pacific
863,2022-05-28,C1603,Eggs,Grocery,7,6.8,0.23,36.65,Asia Pacific
864,2024-04-22,C994,Laptop,Electronics,2,765.01,0.2,1224.02,Europe
865,2023-03-17,C1227,Dumbbells,Sports,3,116.63,0.14,300.91,Asia Pacific
866,2022-07-25,C1039,Wall Art,Home Decor,9,51.22,0.25,345.74,North America
867,2021-12-26,C1657,Comics,Books,4,16.63,0.14,57.21,North America
868,2024-11-24,C439,Comics,Books,1,15.77,0.26,11.67,Middle East
869,2021-09-01,C919,Lamp,Home Decor,2,45.29,0.25,67.94,North America
870,2024-07-16,C1629,Lamp,Home Decor,4,77.31,0.15,262.85,Europe
871,2023-03-10,C699,Lamp,Home Decor,4,76.58,0.27,223.61,North America
872,2023-03-19,C1275,Cap,Accessories,2,47.7,0.01,94.45,North America
873,2023-08-06,C1624,Comics,Books,6,5.31,0.01,31.54,Europe
874,2022-10-08,C1041,Wallet,Accessories,1,29.91,0.09,27.22,Asia Pacific
875,2024-05-31,C885,Wall Art,Home Decor,6,189.23,0.23,874.24,Middle East
876,2023-02-13,C335,Jacket,Clothing,9,106.78,0.22,749.6,Middle East
877,2021-11-29,C1289,Perfume,Beauty,9,98.81,0.17,738.11,Middle East
878,2021-11-24,C733,Face Cream,Beauty,1,87.51,0.14,75.26,Asia Pacific
879,2024-05-24,C1274,T-Shirt,Clothing,2,109.58,0.26,162.18,Europe
880,2022-02-11,C655,Bread,Grocery,2,17.78,0.26,26.31,Europe
881,2021-09-26,C385,Pasta,Grocery,7,17.09,0.12,105.27,Europe
882,2023-01-06,C615,Foundation,Beauty,4,73.85,0.3,206.78,Europe
883,2024-06-03,C504,Comics,Books,7,33.91,0.09,216.01,Middle East
884,2022-03-10,C1562,Eggs,Grocery,1,5.75,0.02,5.63,Asia Pacific
885,2021-03-25,C1339,Lipstick,Beauty,4,65.59,0.22,204.64,Asia Pacific
886,2024-03-30,C1924,Jacket,Clothing,6,32.98,0.27,144.45,Middle East
887,2024-09-21,C1666,Wallet,Accessories,1,38.65,0.05,36.72,North America
888,2023-07-06,C964,Milk,Grocery,1,10.48,0.2,8.38,Middle East
889,2022-09-07,C1629,Smartphone,Electronics,9,390.8,0.26,2602.73,Asia Pacific
890,2024-12-02,C281,Smartwatch,Electronics,2,483.73,0.26,715.92,North America
891,2024-11-02,C1242,Textbook,Books,3,34.11,0.02,100.28,Asia Pacific
892,2022-03-05,C462,Dumbbells,Sports,1,259.0,0.19,209.79,Middle East
893,2023-10-27,C1771,Milk,Grocery,6,17.61,0.1,95.09,Middle East
894,2023-03-04,C675,Rice,Grocery,7,11.81,0.06,77.71,North America
895,2023-05-06,C745,Dress,Clothing,1,148.41,0.09,135.05,Middle East
896,2021-01-18,C1259,Cap,Accessories,7,17.45,0.07,113.6,Asia Pacific
897,2023-05-25,C204,Perfume,Beauty,1,28.49,0.28,20.51,Europe
898,2022-08-03,C793,Perfume,Beauty,2,18.48,0.18,30.31,North America
899,2024-02-23,C936,Cushion,Home Decor,1,45.67,0.07,42.47,Middle East
900,2021-07-23,C592,Smartwatch,Electronics,4,416.17,0.03,1614.74,Middle East
901,2023-12-30,C1537,Serum,Beauty,9,63.26,0.03,552.26,Europe
902,2022-09-27,C810,Perfume,Beauty,5,91.41,0.14,393.06,Asia Pacific
903,2021-05-04,C8,Rug,Home Decor,3,142.41,0.15,363.15,Asia Pacific
904,2021-12-18,C1181,Perfume,Beauty,6,83.33,0.1,449.98,Middle East
905,2021-12-09,C445,Comics,Books,7,9.86,0.07,64.19,Middle East
906,2021-02-07,C163,Foundation,Beauty,1,102.44,0.06,96.29,Middle East
907,2021-05-29,C1102,Jacket,Clothing,8,97.16,0.16,652.92,Europe
908,2021-01-03,C1680,Smartwatch,Electronics,3,543.2,0.17,1352.57,Middle East
909,2024-03-31,C329,Dress,Clothing,5,78.46,0.14,337.38,North America
910,2024-06-04,C228,Jacket,Clothing,6,103.4,0.01,614.2,Asia Pacific
911,2022-11-02,C1409,Hoodie,Clothing,6,146.9,0.02,863.77,North America
912,2021-10-26,C454,Hoodie,Clothing,2,103.0,0.22,160.68,Asia Pacific
913,2022-02-24,C188,T-Shirt,Clothing,6,52.09,0.02,306.29,Europe
914,2024-02-06,C1062,T-Shirt,Clothing,8,128.79,0.17,855.17,Middle East
915,2023-11-10,C1226,Hoodie,Clothing,9,103.74,0.18,765.6,Asia Pacific
916,2024-09-16,C732,Milk,Grocery,4,3.46,0.17,11.49,Europe
917,2023-07-26,C1405,Eggs,Grocery,6,16.72,0.22,78.25,North America
918,2023-03-04,C657,Rice,Grocery,3,5.61,0.26,12.45,Asia Pacific
919,2024-12-14,C1236,Vase,Home Decor,3,27.69,0.22,64.79,Europe
920,2022-11-11,C1804,Textbook,Books,8,32.88,0.04,252.52,North America
921,2023-04-30,C1276,Pasta,Grocery,1,19.35,0.18,15.87,Asia Pacific
922,2023-03-21,C325,Novel,Books,1,15.96,0.11,14.2,North America
923,2023-08-22,C125,Sunglasses,Accessories,8,67.42,0.27,393.73,Europe
924,2023-11-07,C786,Headphones,Electronics,4,254.29,0.25,762.87,Asia Pacific
925,2021-01-25,C67,Jacket,Clothing,3,144.44,0.05,411.65,Europe
926,2024-08-22,C330,Football,Sports,2,94.84,0.11,168.82,Middle East
927,2024-07-21,C720,Eggs,Grocery,6,8.71,0.19,42.33,Europe
928,2021-03-24,C1301,Eggs,Grocery,6,13.34,0.01,79.24,Middle East
929,2024-09-14,C1285,Sunglasses,Accessories,5,46.82,0.02,229.42,Europe
930,2023-12-22,C204,Vase,Home Decor,4,68.21,0.08,251.01,North America
931,2022-10-04,C1328,Magazine,Books,1,12.86,0.04,12.35,North America
932,2024-05-09,C484,Rice,Grocery,7,17.4,0.01,120.58,Europe
933,2021-10-25,C1252,Belt,Accessories,3,31.73,0.02,93.29,North America
934,2021-03-30,C1357,Hoodie,Clothing,7,72.18,0.15,429.47,North America
935,2021-06-26,C453,Smartwatch,Electronics,8,1175.64,0.12,8276.51,Asia Pacific
936,2021-09-21,C434,Football,Sports,5,91.98,0.12,404.71,North America
937,2023-12-19,C1538,Serum,Beauty,3,21.73,0.17,54.11,Europe
938,2021-04-02,C1619,T-Shirt,Clothing,2,146.65,0.3,205.31,Middle East
939,2023-08-21,C957,Laptop,Electronics,5,635.19,0.07,2953.63,Europe
940,2022-05-15,C172,Pasta,Grocery,3,13.15,0.12,34.72,Middle East
941,2023-02-10,C1481,Textbook,Books,8,21.52,0.29,122.23,Europe
942,2023-05-22,C1636,Pasta,Grocery,9,6.21,0.07,51.98,Asia Pacific
943,2022-12-20,C834,Hoodie,Clothing,9,147.89,0.11,1184.6,Europe
944,2022-12-27,C1503,T-Shirt,Clothing,3,36.15,0.14,93.27,North America
945,2021-05-20,C8,Face Cream,Beauty,4,105.59,0.01,418.14,North America
946,2023-06-01,C999,Yoga Mat,Sports,7,112.13,0.12,690.72,Europe
947,2024-02-10,C1266,Belt,Accessories,2,75.08,0.17,124.63,Europe
948,2023-10-13,C1765,Yoga Mat,Sports,4,33.69,0.17,111.85,North America
949,2021-01-28,C288,Face Cream,Beauty,3,56.65,0.23,130.86,North America
950,2022-04-20,C971,Cricket Bat,Sports,6,291.63,0.26,1294.84,Europe
951,2021-12-19,C313,Rice,Grocery,8,18.61,0.14,128.04,North America
952,2022-03-04,C929,Rug,Home Decor,2,44.31,0.27,64.69,North America
953,2024-07-26,C981,Vase,Home Decor,6,48.3,0.1,260.82,Middle East
954,2023-07-08,C1777,Smartphone,Electronics,3,737.43,0.16,1858.32,Asia Pacific
955,2023-11-15,C173,Lamp,Home Decor,4,37.62,0.27,109.85,Middle East
956,2023-12-12,C224,Tablet,Electronics,8,1187.08,0.21,7502.35,Europe
957,2021-04-24,C590,Belt,Accessories,3,38.54,0.01,114.46,North America
958,2022-12-07,C572,Cap,Accessories,6,78.73,0.21,373.18,Europe
959,2023-02-15,C1745,Vase,Home Decor,1,169.54,0.03,164.45,Middle East
960,2023-10-04,C758,Textbook,Books,2,29.84,0.05,56.7,Middle East
961,2022-04-10,C1073,Dumbbells,Sports,3,49.82,0.09,136.01,Europe
962,2024-08-25,C1206,Hoodie,Clothing,1,149.94,0.15,127.45,North America
963,2021-02-07,C533,Football,Sports,6,295.44,0.18,1453.56,Asia Pacific
964,2021-03-28,C1945,Notebook,Books,9,8.33,0.09,68.22,North America
965,2023-08-23,C1748,Comics,Books,3,16.71,0.2,40.1,Middle East
966,2024-04-26,C418,Novel,Books,9,17.17,0.12,135.99,North America
967,2024-09-27,C1010,Tablet,Electronics,8,816.73,0.08,6011.13,North America
968,2022-03-05,C646,Dumbbells,Sports,8,240.04,0.05,1824.3,Europe
969,2022-05-15,C1902,Wall Art,Home Decor,4,71.18,0.05,270.48,Middle East
970,2022-09-02,C323,Vase,Home Decor,1,164.57,0.05,156.34,Middle East
971,2021-07-05,C1978,T-Shirt,Clothing,2,67.6,0.18,110.86,Europe
972,2024-04-29,C112,Jeans,Clothing,8,89.02,0.07,662.31,Middle East
973,2021-11-02,C953,Tablet,Electronics,3,662.23,0.04,1907.22,North America
974,2023-10-24,C390,Jeans,Clothing,2,97.57,0.02,191.24,North America
975,2023-02-07,C6,Pasta,Grocery,9,12.08,0.2,86.98,Europe
976,2023-05-10,C1726,Magazine,Books,1,8.58,0.08,7.89,North America
977,2021-01-31,C1927,Perfume,Beauty,6,89.23,0.25,401.53,Middle East
978,2022-02-16,C707,Comics,Books,9,8.66,0.15,66.25,Middle East
979,2021-01-28,C1818,Yoga Mat,Sports,3,16.67,0.26,37.01,Europe
980,2021-11-12,C1871,Novel,Books,3,14.49,0.06,40.86,North America
981,2021-11-04,C721,Dumbbells,Sports,1,33.22,0.27,24.25,Middle East
982,2021-06-11,C1771,Pasta,Grocery,7,8.02,0.13,48.84,Asia Pacific
983,2021-11-07,C129,Cap,Accessories,7,52.14,0.21,288.33,Europe
984,2023-08-15,C336,Textbook,Books,2,24.49,0.11,43.59,Middle East
985,2024-01-01,C1120,Magazine,Books,3,8.96,0.15,22.85,North America
986,2024-12-06,C444,Smartwatch,Electronics,5,1198.51,0.12,5273.44,Asia Pacific
987,2023-01-28,C933,Yoga Mat,Sports,9,150.33,0.29,960.61,Middle East
988,2021-04-17,C176,Yoga Mat,Sports,4,201.98,0.16,678.65,Middle East
989,2024-10-07,C1141,Milk,Grocery,9,8.49,0.29,54.25,Middle East
990,2021-12-28,C768,Smartphone,Electronics,7,1144.42,0.08,7370.06,Middle East
991,2024-06-01,C1163,Smartwatch,Electronics,8,1306.56,0.21,8257.46,Europe
992,2022-10-12,C1527,Smartwatch,Electronics,8,402.93,0.25,2417.58,Asia Pacific
993,2023-02-28,C1555,Hoodie,Clothing,6,139.1,0.22,650.99,Europe
994,2022-11-27,C471,Face Cream,Beauty,1,73.53,0.29,52.21,Europe
995,2022-06-20,C24,Smartwatch,Electronics,6,1221.25,0.05,6961.12,North America
996,2022-07-24,C1052,Hoodie,Clothing,4,145.68,0.07,541.93,Europe
997,2022-03-21,C1687,Cushion,Home Decor,7,138.56,0.27,708.04,Middle East
998,2024-09-12,C692,Belt,Accessories,4,20.35,0.13,70.82,Asia Pacific
999,2023-08-31,C1377,Rice,Grocery,5,12.95,0.08,59.57,Middle East
1000,2022-11-19,C303,Wall Art,Home Decor,1,33.1,0.13,28.8,Europe
1001,2024-01-02,C1741,Tablet,Electronics,3,396.74,0.04,1142.61,Europe
1002,2023-08-13,C417,Rice,Grocery,3,13.79,0.11,36.82,Middle East
1003,2024-03-12,C797,Belt,Accessories,4,51.14,0.22,159.56,North America
1004,2022-10-14,C923,Jacket,Clothing,4,97.87,0.14,336.67,Asia Pacific
1005,2022-05-20,C361,Cricket Bat,Sports,7,13.12,0.06,86.33,Asia Pacific
1006,2022-12-28,C217,Rug,Home Decor,7,152.68,0.25,801.57,North America
1007,2022-11-08,C1459,Belt,Accessories,1,70.2,0.12,61.78,Asia Pacific
1008,2022-05-01,C1258,Wallet,Accessories,3,29.92,0.03,87.07,Asia Pacific
1009,2021-10-09,C1867,Milk,Grocery,6,17.04,0.0,102.24,North America
1010,2023-05-05,C1270,Rug,Home Decor,6,33.0,0.18,162.36,Asia Pacific
1011,2024-06-26,C1247,Tennis Racket,Sports,6,113.51,0.26,503.98,Asia Pacific
1012,2023-08-14,C1266,Vase,Home Decor,8,146.61,0.27,856.2,Europe
1013,2022-11-02,C172,Lipstick,Beauty,3,97.74,0.11,260.97,North America
1014,2024-11-01,C1671,Notebook,Books,8,17.55,0.0,140.4,Middle East
1015,2021-06-02,C1669,Cushion,Home Decor,8,66.7,0.09,485.58,Europe
1016,2024-03-31,C277,Cushion,Home Decor,5,130.41,0.1,586.85,Asia Pacific
1017,2023-06-06,C65,Vase,Home Decor,2,86.83,0.26,128.51,Middle East
1018,2023-02-10,C1441,Perfume,Beauty,4,46.15,0.19,149.53,Middle East
1019,2023-05-15,C596,Lipstick,Beauty,7,79.24,0.27,404.92,North America
1020,2023-11-06,C553,Smartwatch,Electronics,5,983.75,0.12,4328.5,Middle East
1021,2022-12-20,C1937,Cap,Accessories,9,11.7,0.12,92.66,Europe
1022,2022-10-29,C1348,Cushion,Home Decor,2,168.18,0.05,319.54,Asia Pacific
1023,2024-02-24,C378,Lamp,Home Decor,9,149.37,0.04,1290.56,Middle East
1024,2021-04-01,C1866,Magazine,Books,9,35.58,0.08,294.6,Middle East
1025,2022-09-06,C152,Rice,Grocery,3,5.63,0.24,12.84,Middle East
1026,2024-10-17,C660,Belt,Accessories,3,37.83,0.19,91.93,Asia Pacific
1027,2021-03-17,C1130,Novel,Books,4,37.57,0.21,118.72,Europe
1028,2024-05-12,C1299,Jacket,Clothing,9,59.45,0.1,481.55,North America
1029,2022-09-07,C629,Belt,Accessories,3,46.01,0.01,136.65,Asia Pacific
1030,2021-06-27,C462,Serum,Beauty,5,111.04,0.05,527.44,Europe
1031,2021-06-01,C289,Smartphone,Electronics,9,541.24,0.2,3896.93,Middle East
1032,2021-07-01,C786,Football,Sports,8,46.18,0.02,362.05,Europe
1033,2023-07-30,C1815,Eggs,Grocery,6,4.98,0.16,25.1,Europe
1034,2021-10-02,C242,Jeans,Clothing,8,67.81,0.23,417.71,Europe
1035,2021-05-15,C51,Smartphone,Electronics,9,1122.44,0.05,9596.86,North America
1036,2022-12-17,C24,Novel,Books,9,35.1,0.1,284.31,North America
1037,2023-06-13,C1698,Pasta,Grocery,6,2.68,0.1,14.47,North America
1038,2022-01-14,C1966,Lipstick,Beauty,6,54.85,0.25,246.83,North America
1039,2023-01-18,C737,Hoodie,Clothing,6,84.54,0.01,502.17,Middle East
1040,2022-01-02,C549,Yoga Mat,Sports,9,71.41,0.1,578.42,Middle East
1041,2023-05-17,C493,Headphones,Electronics,7,304.06,0.21,1681.45,Europe
1042,2022-12-07,C1944,Wall Art,Home Decor,2,123.37,0.12,217.13,Middle East
1043,2024-05-26,C1439,Lipstick,Beauty,2,85.97,0.07,159.9,Europe
1044,2022-01-21,C728,Rice,Grocery,1,10.18,0.27,7.43,North America
1045,2022-05-05,C590,Dress,Clothing,5,105.61,0.15,448.84,Asia Pacific
1046,2021-05-08,C1676,Handbag,Accessories,7,72.46,0.08,466.64,Middle East
1047,2024-09-03,C305,Handbag,Accessories,2,67.78,0.04,130.14,Middle East
1048,2024-05-12,C1200,Magazine,Books,9,5.13,0.24,35.09,Asia Pacific
1049,2024-11-06,C640,Wallet,Accessories,6,77.64,0.17,386.65,Europe
1050,2022-07-11,C687,Tablet,Electronics,2,364.01,0.1,655.22,Europe
1051,2023-10-14,C1758,Cap,Accessories,5,44.15,0.1,198.68,North America
1052,2022-09-26,C1934,Dress,Clothing,9,62.81,0.15,480.5,Middle East
1053,2023-05-13,C721,Perfume,Beauty,6,10.86,0.21,51.48,North America
1054,2022-08-27,C1480,Headphones,Electronics,1,1473.56,0.16,1237.79,Europe
1055,2024-10-14,C377,Vase,Home Decor,6,38.84,0.11,207.41,Europe
1056,2024-07-23,C1319,Pasta,Grocery,3,6.45,0.09,17.61,Europe
1057,2022-09-23,C707,Notebook,Books,6,18.22,0.09,99.48,Europe
1058,2022-07-27,C774,Belt,Accessories,5,71.73,0.22,279.75,North America
1059,2023-10-28,C1342,Eggs,Grocery,5,3.7,0.07,17.2,Europe
1060,2022-08-25,C324,Lamp,Home Decor,3,185.21,0.15,472.29,Asia Pacific
1061,2023-06-07,C219,Rug,Home Decor,7,92.74,0.2,519.34,North America
1062,2021-08-31,C1597,Dress,Clothing,5,112.52,0.04,540.1,Middle East
1063,2022-02-27,C1839,Face Cream,Beauty,6,96.2,0.3,404.04,Middle East
1064,2023-12-28,C1837,Laptop,Electronics,4,718.53,0.18,2356.78,Europe
1065,2024-12-23,C1806,Milk,Grocery,1,9.86,0.16,8.28,North America
1066,2022-03-14,C1787,Serum,Beauty,9,34.47,0.3,217.16,North America
1067,2024-04-26,C700,Foundation,Beauty,9,25.96,0.27,170.56,Asia Pacific
1068,2022-03-23,C1623,Football,Sports,8,230.74,0.02,1809.0,Middle East
1069,2022-02-15,C1740,Rug,Home Decor,4,187.39,0.29,532.19,Europe
1070,2021-10-04,C862,Handbag,Accessories,3,54.89,0.27,120.21,North America
1071,2022-09-28,C1096,Bread,Grocery,7,2.66,0.12,16.39,North America
1072,2023-02-23,C143,Jeans,Clothing,1,30.41,0.02,29.8,Europe
1073,2023-06-27,C536,Notebook,Books,8,30.72,0.09,223.64,Middle East
1074,2023-04-19,C553,Foundation,Beauty,5,17.2,0.22,67.08,North America
1075,2023-04-28,C495,Cushion,Home Decor,3,109.13,0.29,232.45,North America
1076,2021-10-24,C396,Jeans,Clothing,7,128.67,0.18,738.57,Middle East
1077,2021-03-29,C230,Yoga Mat,Sports,4,177.63,0.2,568.42,Europe
1078,2022-09-17,C874,Perfume,Beauty,9,49.32,0.11,395.05,Asia Pacific
1079,2021-10-14,C1489,Belt,Accessories,6,25.05,0.13,130.76,Asia Pacific
1080,2024-11-27,C1022,Football,Sports,2,67.68,0.14,116.41,Middle East
1081,2021-05-12,C1247,Cap,Accessories,6,53.64,0.04,308.97,Asia Pacific
1082,2021-03-12,C1107,Lipstick,Beauty,5,86.45,0.18,354.45,Middle East
1083,2024-04-28,C1313,Pasta,Grocery,2,12.44,0.24,18.91,Europe
1084,2024-10-20,C103,Yoga Mat,Sports,1,182.52,0.03,177.04,Europe
1085,2021-01-08,C629,Dress,Clothing,9,54.84,0.27,360.3,North America
1086,2022-01-12,C1,Tennis Racket,Sports,7,99.56,0.18,571.47,Asia Pacific
1087,2021-01-02,C486,Laptop,Electronics,3,459.28,0.28,992.04,Asia Pacific
1088,2024-06-07,C1489,Bread,Grocery,7,16.34,0.03,110.95,Middle East
1089,2024-02-19,C97,Cushion,Home Decor,9,170.88,0.13,1337.99,Asia Pacific
1090,2023-12-01,C546,Cushion,Home Decor,7,93.27,0.27,476.61,Middle East
1091,2024-12-13,C1476,Belt,Accessories,5,65.19,0.22,254.24,Europe
1092,2023-10-19,C1597,Magazine,Books,5,23.65,0.26,87.5,North America
1093,2024-02-17,C848,Rug,Home Decor,9,172.44,0.05,1474.36,Europe
1094,2021-06-27,C129,Jeans,Clothing,3,103.0,0.18,253.38,Middle East
1095,2024-06-21,C1036,Tennis Racket,Sports,4,28.48,0.28,82.02,North America
1096,2022-03-31,C87,Lamp,Home Decor,4,162.47,0.0,649.88,Asia Pacific
1097,2022-07-12,C887,Cushion,Home Decor,5,111.63,0.19,452.1,North America
1098,2024-02-26,C937,Cushion,Home Decor,7,79.05,0.14,475.88,Europe
1099,2024-10-17,C1955,Comics,Books,5,39.54,0.09,179.91,Europe
1100,2022-12-28,C1201,Vase,Home Decor,9,36.42,0.07,304.84,North America
1101,2022-08-23,C768,Sunglasses,Accessories,4,30.49,0.21,96.35,Middle East
1102,2024-01-17,C1198,Foundation,Beauty,6,33.89,0.11,180.97,Asia Pacific
1103,2022-08-22,C95,Hoodie,Clothing,9,135.4,0.25,913.95,Asia Pacific
1104,2024-09-12,C1886,Dumbbells,Sports,2,159.85,0.06,300.52,North America
1105,2023-05-30,C217,Hoodie,Clothing,3,98.58,0.06,278.0,Europe
1106,2022-09-30,C681,Bread,Grocery,5,8.34,0.03,40.45,Middle East
1107,2021-03-14,C960,Pasta,Grocery,1,10.96,0.15,9.32,Europe
1108,2023-01-10,C1806,Novel,Books,5,15.35,0.01,75.98,Asia Pacific
1109,2021-11-12,C880,Dress,Clothing,7,73.5,0.26,380.73,Europe
1110,2024-07-09,C1355,Rice,Grocery,8,18.4,0.19,119.23,Middle East
1111,2021-08-02,C551,Foundation,Beauty,5,22.08,0.01,109.3,Middle East
1112,2021-06-13,C758,Rug,Home Decor,1,49.41,0.21,39.03,Middle East
1113,2023-12-24,C1406,Tennis Racket,Sports,4,249.91,0.07,929.67,Middle East
1114,2022-06-16,C1018,Rice,Grocery,5,13.47,0.13,58.59,North America
1115,2023-07-09,C1066,Tablet,Electronics,6,371.35,0.03,2161.26,Middle East
1116,2022-10-01,C1991,Novel,Books,5,33.39,0.19,135.23,North America
1117,2023-10-18,C1457,Foundation,Beauty,6,44.97,0.29,191.57,Europe
1118,2023-07-16,C1950,Eggs,Grocery,3,7.42,0.2,17.81,Asia Pacific
1119,2023-09-14,C1811,Foundation,Beauty,3,53.09,0.02,156.08,Middle East
1120,2024-04-18,C603,Laptop,Electronics,9,727.96,0.09,5961.99,Middle East
1121,2023-03-30,C1340,Foundation,Beauty,5,21.91,0.13,95.31,North America
1122,2022-01-21,C1062,Rice,Grocery,9,8.71,0.2,62.71,Europe
1123,2023-03-03,C1507,Belt,Accessories,4,51.93,0.26,153.71,North America
1124,2022-01-03,C100,Football,Sports,4,264.14,0.08,972.04,Middle East
1125,2021-10-12,C1938,Smartwatch,Electronics,3,1071.01,0.1,2891.73,Middle East
1126,2024-07-10,C714,Vase,Home Decor,8,95.23,0.03,738.98,Middle East
1127,2022-09-25,C17,Laptop,Electronics,2,524.62,0.15,891.85,Europe
1128,2022-07-18,C1487,Smartphone,Electronics,1,703.99,0.11,626.55,North America
1129,2023-09-12,C1257,Pasta,Grocery,9,8.93,0.02,78.76,Asia Pacific
1130,2024-02-26,C332,Hoodie,Clothing,1,45.73,0.23,35.21,Europe
1131,2024-03-29,C795,Tablet,Electronics,4,1066.07,0.03,4136.35,Asia Pacific
1132,2024-04-30,C1901,Yoga Mat,Sports,3,58.51,0.16,147.45,Europe
1133,2022-04-13,C1718,Rice,Grocery,4,18.22,0.04,69.96,Asia Pacific
1134,2023-07-28,C1284,Cushion,Home Decor,5,70.16,0.09,319.23,North America
1135,2021-02-12,C1772,Dumbbells,Sports,7,279.32,0.3,1368.67,Middle East
